Course,COVID Impact,First Generation,Gender,Race/Ethnicity,Grade,Semester
Chem1,post,Y,Male,U.S. Nonresident,W,2021 Spring
Chem1,post,Y,Male,U.S. Nonresident,W,2021 Spring
Chem1,post,Y,Male,U.S. Nonresident,C,2021 Spring
Chem1,post,Y,Male,U.S. Nonresident,F,2021 Spring
Chem1,post,Y,Male,Unknown race and ethnicity,C+,2021 Spring
Chem1,post,Y,Male,Unknown race and ethnicity,W,2021 Spring
Chem1,post,Y,Male,White,B+,2021 Spring
Chem1,post,Y,Male,White,B+,2021 Spring
Chem1,post,Y,Male,White,C,2021 Spring
Chem1,post,Y,Male,White,D+,2021 Spring
Chem1,post,Y,Male,White,C,2021 Spring
Chem1,post,Y,Male,White,A+,2021 Spring
Chem1,post,Y,Male,White,A,2021 Spring
Chem1,post,Y,Male,White,A,2021 Spring
Chem1,post,Y,Male,White,W,2021 Spring
Chem1,post,Y,Male,White,C+,2021 Spring
Chem1,post,Y,Male,White,D,2021 Spring
Chem1,post,Y,Male,White,C+,2021 Spring
Chem1,post,Y,Male,White,D-,2021 Spring
Chem1,post,Y,Male,White,A+,2021 Spring
Chem1,post,Y,Male,White,B,2021 Spring
Chem1,post,Y,Male,White,W,2021 Spring
Chem1,post,Y,Male,White,C+,2021 Spring
Chem1,post,Y,Male,White,F,2021 Spring
Chem1,post,Y,Male,White,C,2021 Spring
Chem1,post,Y,Male,White,F,2021 Spring
Chem1,post,Y,Male,White,B-,2021 Spring
Chem1,post,Y,Male,White,C+,2021 Spring
Chem1,post,Y,Male,White,A,2021 Spring
Chem1,post,Y,Male,White,A+,2021 Spring
Chem1,post,Y,Male,White,W,2021 Spring
Chem1,post,Y,Male,White,A,2021 Spring
Chem1,post,Y,Male,White,A,2021 Spring
Chem1,post,Y,Male,White,D+,2021 Spring
Chem1,post,Y,Male,White,A-,2021 Spring
Chem1,post,Y,Male,White,C,2021 Spring
Chem1,post,Y,Male,White,C-,2021 Spring
Chem1,post,Y,Male,White,B-,2021 Spring
Chem1,post,Y,Male,White,C,2021 Spring
Chem1,post,Y,Male,White,D,2021 Spring
Chem1,post,Y,Male,White,D-,2021 Spring
Chem1,post,Y,Male,White,D-,2021 Spring
Chem1,post,Y,Male,White,W,2021 Spring
Chem1,post,N,Female,American Indian or Alaska Native,C,2021_Fall
Chem1,post,N,Female,American Indian or Alaska Native,A+,2021_Fall
Chem1,post,N,Female,Asian,B+,2021_Fall
Chem1,post,N,Female,Asian,A-,2021_Fall
Chem1,post,N,Female,Asian,B,2021_Fall
Chem1,post,N,Female,Asian,A,2021_Fall
Chem1,post,N,Female,Asian,A-,2021_Fall
Chem1,post,N,Female,Asian,A-,2021_Fall
Chem1,post,N,Female,Asian,A,2021_Fall
Chem1,post,N,Female,Asian,B,2021_Fall
Chem1,post,N,Female,Asian,A,2021_Fall
Chem1,post,N,Female,Asian,A-,2021_Fall
Chem1,post,N,Female,Asian,A-,2021_Fall
Chem1,post,N,Female,Asian,A+,2021_Fall
Chem1,post,N,Female,Asian,B,2021_Fall
Chem1,post,N,Female,Asian,B,2021_Fall
Chem1,post,N,Female,Asian,B-,2021_Fall
Chem1,post,N,Female,Asian,W,2021_Fall
Chem1,post,N,Female,Asian,A-,2021_Fall
Chem1,post,N,Female,Asian,A-,2021_Fall
Chem1,post,N,Female,Asian,W,2021_Fall
Chem1,post,N,Female,Black or African American,C,2021_Fall
Chem1,post,N,Female,Black or African American,F,2021_Fall
Chem1,post,N,Female,Black or African American,B-,2021_Fall
Chem1,post,N,Female,Black or African American,C+,2021_Fall
Chem1,post,N,Female,Hispanic,C-,2021_Fall
Chem1,post,N,Female,Hispanic,C+,2021_Fall
Chem1,post,N,Female,Hispanic,F,2021_Fall
Chem1,post,N,Female,Hispanic,C,2021_Fall
Chem1,post,N,Female,Hispanic,F,2021_Fall
Chem1,post,N,Female,Hispanic,B+,2021_Fall
Chem1,post,N,Female,Hispanic,D+,2021_Fall
Chem1,post,N,Female,Hispanic,A,2021_Fall
Chem1,post,N,Female,Hispanic,D,2021_Fall
Chem1,post,N,Female,Hispanic,F,2021_Fall
Chem1,post,N,Female,Hispanic,A-,2021_Fall
Chem1,post,N,Female,Hispanic,B,2021_Fall
Chem1,post,N,Female,Hispanic,B+,2021_Fall
Chem1,post,N,Female,Hispanic,D+,2021_Fall
Chem1,post,N,Female,Hispanic,C,2021_Fall
Chem1,post,N,Female,Hispanic,A-,2021_Fall
Chem1,post,N,Female,Hispanic,C,2021_Fall
Chem1,post,N,Female,Hispanic,F,2021_Fall
Chem1,post,N,Female,Hispanic,C+,2021_Fall
Chem1,post,N,Female,Hispanic,W,2021_Fall
Chem1,post,N,Female,Hispanic,D,2021_Fall
Chem1,post,N,Female,Hispanic,A,2021_Fall
Chem1,post,N,Female,Hispanic,B,2021_Fall
Chem1,post,N,Female,Hispanic,C,2021_Fall
Chem1,post,N,Female,Hispanic,A,2021_Fall
Chem1,post,N,Female,Hispanic,W,2021_Fall
Chem1,post,N,Female,Hispanic,D,2021_Fall
Chem1,post,N,Female,Hispanic,A,2021_Fall
Chem1,post,N,Female,Hispanic,C,2021_Fall
Chem1,post,N,Female,Hispanic,C+,2021_Fall
Chem1,post,N,Female,Hispanic,B,2021_Fall
Chem1,post,N,Female,Native Hawaiian or Other Pacific Islander,D-,2021_Fall
Chem1,post,N,Female,Two or more races,D-,2021_Fall
Chem1,post,N,Female,Two or more races,B-,2021_Fall
Chem1,post,N,Female,Two or more races,B-,2021_Fall
Chem1,post,N,Female,Two or more races,B,2021_Fall
Chem1,post,N,Female,Two or more races,D,2021_Fall
Chem1,post,N,Female,Two or more races,B+,2021_Fall
Chem1,post,N,Female,Two or more races,A,2021_Fall
Chem1,post,N,Female,Two or more races,D+,2021_Fall
Chem1,post,N,Female,Two or more races,A+,2021_Fall
Chem1,post,N,Female,Two or more races,A-,2021_Fall
Chem1,post,N,Female,U.S. Nonresident,A,2021_Fall
Chem1,post,N,Female,U.S. Nonresident,A,2021_Fall
Chem1,post,N,Female,U.S. Nonresident,B+,2021_Fall
Chem1,post,N,Female,U.S. Nonresident,A+,2021_Fall
Chem1,post,N,Female,U.S. Nonresident,C+,2021_Fall
Chem1,post,N,Female,U.S. Nonresident,A+,2021_Fall
Chem1,post,N,Female,U.S. Nonresident,C+,2021_Fall
Chem1,post,N,Female,U.S. Nonresident,A-,2021_Fall
Chem1,post,N,Female,U.S. Nonresident,D+,2021_Fall
Chem1,post,N,Female,U.S. Nonresident,A,2021_Fall
Chem1,post,N,Female,U.S. Nonresident,C,2021_Fall
Chem1,post,N,Female,U.S. Nonresident,A,2021_Fall
Chem1,post,N,Female,U.S. Nonresident,W,2021_Fall
Chem1,post,N,Female,U.S. Nonresident,A+,2021_Fall
Chem1,post,N,Female,U.S. Nonresident,C-,2021_Fall
Chem1,post,N,Female,U.S. Nonresident,B,2021_Fall
Chem1,post,N,Female,U.S. Nonresident,C+,2021_Fall
Chem1,post,N,Female,U.S. Nonresident,A,2021_Fall
Chem1,post,N,Female,U.S. Nonresident,B-,2021_Fall
Chem1,post,N,Female,U.S. Nonresident,F,2021_Fall
Chem1,post,N,Female,Unknown race and ethnicity,W,2021_Fall
Chem1,post,N,Female,Unknown race and ethnicity,A,2021_Fall
Chem1,post,N,Female,Unknown race and ethnicity,A,2021_Fall
Chem1,post,N,Female,Unknown race and ethnicity,F,2021_Fall
Chem1,post,N,Female,Unknown race and ethnicity,A-,2021_Fall
Chem1,post,N,Female,White,A+,2021_Fall
Chem1,post,N,Female,White,F,2021_Fall
Chem1,post,N,Female,White,A-,2021_Fall
Chem1,post,N,Female,White,B+,2021_Fall
Chem1,post,N,Female,White,D,2021_Fall
Chem1,post,N,Female,White,C,2021_Fall
Chem1,post,N,Female,White,C+,2021_Fall
Chem1,post,N,Female,White,C+,2021_Fall
Chem1,post,N,Female,White,B-,2021_Fall
Chem1,post,N,Female,White,A,2021_Fall
Chem1,post,N,Female,White,A,2021_Fall
Chem1,post,N,Female,White,D+,2021_Fall
Chem1,post,N,Female,White,B,2021_Fall
Chem1,post,N,Female,White,C,2021_Fall
Chem1,post,N,Female,White,A,2021_Fall
Chem1,post,N,Female,White,A+,2021_Fall
Chem1,post,N,Female,White,C,2021_Fall
Chem1,post,N,Female,White,B+,2021_Fall
Chem1,post,N,Female,White,B-,2021_Fall
Chem1,post,N,Female,White,D,2021_Fall
Chem1,post,N,Female,White,C,2021_Fall
Chem1,post,N,Female,White,B+,2021_Fall
Chem1,post,N,Female,White,A,2021_Fall
Chem1,post,N,Female,White,A+,2021_Fall
Chem1,post,N,Female,White,B+,2021_Fall
Chem1,post,N,Female,White,D-,2021_Fall
Chem1,post,N,Female,White,A-,2021_Fall
Chem1,post,N,Female,White,B+,2021_Fall
Chem1,post,N,Female,White,C,2021_Fall
Chem1,post,N,Female,White,A-,2021_Fall
Chem1,post,N,Female,White,A+,2021_Fall
Chem1,post,N,Female,White,B+,2021_Fall
Chem1,post,N,Female,White,A,2021_Fall
Chem1,post,N,Female,White,B+,2021_Fall
Chem1,post,N,Female,White,B+,2021_Fall
Chem1,post,N,Female,White,F,2021_Fall
Chem1,post,N,Female,White,B-,2021_Fall
Chem1,post,N,Female,White,B+,2021_Fall
Chem1,post,N,Female,White,B,2021_Fall
Chem1,post,N,Female,White,F,2021_Fall
Chem1,post,N,Female,White,B+,2021_Fall
Chem1,post,N,Female,White,A,2021_Fall
Chem1,post,N,Female,White,B-,2021_Fall
Chem1,post,N,Female,White,A,2021_Fall
Chem1,post,N,Female,White,D-,2021_Fall
Chem1,post,N,Female,White,A,2021_Fall
Chem1,post,N,Female,White,C-,2021_Fall
Chem1,post,N,Female,White,D,2021_Fall
Chem1,post,N,Female,White,B+,2021_Fall
Chem1,post,N,Female,White,A+,2021_Fall
Chem1,post,N,Female,White,C,2021_Fall
Chem1,post,N,Female,White,A,2021_Fall
Chem1,post,N,Female,White,B+,2021_Fall
Chem1,post,N,Female,White,C+,2021_Fall
Chem1,post,N,Female,White,D,2021_Fall
Chem1,post,N,Female,White,B-,2021_Fall
Chem1,post,N,Female,White,B-,2021_Fall
Chem1,post,N,Female,White,C+,2021_Fall
Chem1,post,N,Female,White,C,2021_Fall
Chem1,post,N,Female,White,A,2021_Fall
Chem1,post,N,Female,White,D-,2021_Fall
Chem1,post,N,Female,White,A-,2021_Fall
Chem1,post,N,Female,White,B+,2021_Fall
Chem1,post,N,Female,White,D-,2021_Fall
Chem1,post,N,Female,White,A-,2021_Fall
Chem1,post,N,Female,White,C,2021_Fall
Chem1,post,N,Female,White,B+,2021_Fall
Chem1,post,N,Female,White,W,2021_Fall
Chem1,post,N,Female,White,C-,2021_Fall
Chem1,post,N,Female,White,A+,2021_Fall
Chem1,post,N,Female,White,B-,2021_Fall
Chem1,post,N,Female,White,A,2021_Fall
Chem1,post,N,Female,White,B,2021_Fall
Chem1,post,N,Female,White,B-,2021_Fall
Chem1,post,N,Female,White,A-,2021_Fall
Chem1,post,N,Female,White,A,2021_Fall
Chem1,post,N,Female,White,A,2021_Fall
Chem1,post,N,Female,White,A,2021_Fall
Chem1,post,N,Female,White,D-,2021_Fall
Chem1,post,N,Female,White,F,2021_Fall
Chem1,post,N,Female,White,A-,2021_Fall
Chem1,post,N,Female,White,A,2021_Fall
Chem1,post,N,Female,White,A-,2021_Fall
Chem1,post,N,Female,White,A+,2021_Fall
Chem1,post,N,Female,White,F,2021_Fall
Chem1,post,N,Female,White,C,2021_Fall
Chem1,post,N,Female,White,A+,2021_Fall
Chem1,post,N,Female,White,A,2021_Fall
Chem1,post,N,Female,White,A,2021_Fall
Chem1,post,N,Female,White,A-,2021_Fall
Chem1,post,N,Female,White,B+,2021_Fall
Chem1,post,N,Female,White,B+,2021_Fall
Chem1,post,N,Female,White,W,2021_Fall
Chem1,post,N,Female,White,A+,2021_Fall
Chem1,post,N,Female,White,A+,2021_Fall
Chem1,post,N,Female,White,C,2021_Fall
Chem1,post,N,Female,White,B,2021_Fall
Chem1,post,N,Female,White,C,2021_Fall
Chem1,post,N,Female,White,B+,2021_Fall
Chem1,post,N,Female,White,C+,2021_Fall
Chem1,post,N,Female,White,A-,2021_Fall
Chem1,post,N,Female,White,B,2021_Fall
Chem1,post,N,Female,White,C-,2021_Fall
Chem1,post,N,Female,White,A-,2021_Fall
Chem1,post,N,Female,White,D,2021_Fall
Chem1,post,N,Female,White,D-,2021_Fall
Chem1,post,N,Female,White,F,2021_Fall
Chem1,post,N,Female,White,C+,2021_Fall
Chem1,post,N,Female,White,B,2021_Fall
Chem1,post,N,Female,White,A,2021_Fall
Chem1,post,N,Female,White,A+,2021_Fall
Chem1,post,N,Female,White,C,2021_Fall
Chem1,post,N,Female,White,A,2021_Fall
Chem1,post,N,Female,White,A+,2021_Fall
Chem1,post,N,Female,White,C+,2021_Fall
Chem1,post,N,Female,White,B,2021_Fall
Chem1,post,N,Female,White,A+,2021_Fall
Chem1,post,N,Female,White,B-,2021_Fall
Chem1,post,N,Female,White,C+,2021_Fall
Chem1,post,N,Female,White,W,2021_Fall
Chem1,post,N,Female,White,W,2021_Fall
Chem1,post,N,Female,White,C,2021_Fall
Chem1,post,N,Female,White,A,2021_Fall
Chem1,post,N,Female,White,A,2021_Fall
Chem1,post,N,Female,White,W,2021_Fall
Chem1,post,N,Female,White,W,2021_Fall
Chem1,post,N,Female,White,B+,2021_Fall
Chem1,post,N,Female,White,B-,2021_Fall
Chem1,post,N,Female,White,C,2021_Fall
Chem1,post,N,Female,White,C+,2021_Fall
Chem1,post,N,Female,White,A-,2021_Fall
Chem1,post,N,Female,White,B,2021_Fall
Chem1,post,N,Female,White,F,2021_Fall
Chem1,post,N,Female,White,F,2021_Fall
Chem1,post,N,Female,White,A,2021_Fall
Chem1,post,N,Female,White,B,2021_Fall
Chem1,post,N,Female,White,A,2021_Fall
Chem1,post,N,Female,White,B,2021_Fall
Chem1,post,N,Female,White,A,2021_Fall
Chem1,post,N,Female,White,C+,2021_Fall
Chem1,post,N,Female,White,F,2021_Fall
Chem1,post,N,Female,White,D,2021_Fall
Chem1,post,N,Female,White,A,2021_Fall
Chem1,post,N,Female,White,B-,2021_Fall
Chem1,post,N,Female,White,C,2021_Fall
Chem1,post,N,Female,White,C,2021_Fall
Chem1,post,N,Female,White,C+,2021_Fall
Chem1,post,N,Female,White,B+,2021_Fall
Chem1,post,N,Female,White,A+,2021_Fall
Chem1,post,N,Female,White,A,2021_Fall
Chem1,post,N,Female,White,A,2021_Fall
Chem1,post,N,Female,White,A-,2021_Fall
Chem1,post,N,Female,White,D+,2021_Fall
Chem1,post,N,Female,White,B-,2021_Fall
Chem1,post,N,Female,White,C,2021_Fall
Chem1,post,N,Female,White,C+,2021_Fall
Chem1,post,N,Female,White,C+,2021_Fall
Chem1,post,N,Female,White,A+,2021_Fall
Chem1,post,N,Female,White,A+,2021_Fall
Chem1,post,N,Female,White,A+,2021_Fall
Chem1,post,N,Female,White,A+,2021_Fall
Chem1,post,N,Female,White,B-,2021_Fall
Chem1,post,N,Female,White,A,2021_Fall
Chem1,post,N,Female,White,B+,2021_Fall
Chem1,post,N,Female,White,B,2021_Fall
Chem1,post,N,Female,White,A,2021_Fall
Chem1,post,N,Female,White,B-,2021_Fall
Chem1,post,N,Female,White,A,2021_Fall
Chem1,post,N,Female,White,C,2021_Fall
Chem1,post,N,Female,White,B,2021_Fall
Chem1,post,N,Female,White,A+,2021_Fall
Chem1,post,N,Female,White,A+,2021_Fall
Chem1,post,N,Female,White,F,2021_Fall
Chem1,post,N,Female,White,A,2021_Fall
Chem1,post,N,Female,White,B+,2021_Fall
Chem1,post,N,Female,White,C,2021_Fall
Chem1,post,N,Female,White,B,2021_Fall
Chem1,post,N,Female,White,B-,2021_Fall
Chem1,post,N,Female,White,C+,2021_Fall
Chem1,post,N,Female,White,A,2021_Fall
Chem1,post,N,Female,White,A-,2021_Fall
Chem1,post,N,Female,White,C,2021_Fall
Chem1,post,N,Female,White,B+,2021_Fall
Chem1,post,N,Female,White,A,2021_Fall
Chem1,post,N,Female,White,A,2021_Fall
Chem1,post,N,Female,White,A,2021_Fall
Chem1,post,N,Female,White,W,2021_Fall
Chem1,post,N,Female,White,A,2021_Fall
Chem1,post,N,Female,White,A,2021_Fall
Chem1,post,N,Female,White,F,2021_Fall
Chem1,post,N,Female,White,A,2021_Fall
Chem1,post,N,Female,White,A-,2021_Fall
Chem1,post,N,Female,White,A,2021_Fall
Chem1,post,N,Female,White,B-,2021_Fall
Chem1,post,N,Female,White,B,2021_Fall
Chem1,post,N,Female,White,B-,2021_Fall
Chem1,post,N,Female,White,A+,2021_Fall
Chem1,post,N,Female,White,W,2021_Fall
Chem1,post,N,Female,White,C,2021_Fall
Chem1,post,N,Female,White,A,2021_Fall
Chem1,post,N,Female,White,B-,2021_Fall
Chem1,post,N,Female,White,A+,2021_Fall
Chem1,post,N,Female,White,C,2021_Fall
Chem1,post,N,Female,White,A+,2021_Fall
Chem1,post,N,Female,White,C,2021_Fall
Chem1,post,N,Female,White,F,2021_Fall
Chem1,post,N,Female,White,C-,2021_Fall
Chem1,post,N,Female,White,B-,2021_Fall
Chem1,post,N,Female,White,B,2021_Fall
Chem1,post,N,Female,White,A-,2021_Fall
Chem1,post,N,Female,White,A,2021_Fall
Chem1,post,N,Female,White,F,2021_Fall
Chem1,post,N,Female,White,A-,2021_Fall
Chem1,post,N,Female,White,A-,2021_Fall
Chem1,post,N,Female,White,B+,2021_Fall
Chem1,post,N,Female,White,B-,2021_Fall
Chem1,post,N,Female,White,W,2021_Fall
Chem1,post,N,Female,White,A+,2021_Fall
Chem1,post,N,Female,White,A-,2021_Fall
Chem1,post,N,Female,White,B+,2021_Fall
Chem1,post,N,Female,White,A,2021_Fall
Chem1,post,N,Female,White,C+,2021_Fall
Chem1,post,N,Female,White,B+,2021_Fall
Chem1,post,N,Female,White,B,2021_Fall
Chem1,post,N,Female,White,D,2021_Fall
Chem1,post,N,Female,White,A+,2021_Fall
Chem1,post,N,Female,White,A,2021_Fall
Chem1,post,N,Female,White,B,2021_Fall
Chem1,post,N,Female,White,C,2021_Fall
Chem1,post,N,Female,White,A-,2021_Fall
Chem1,post,N,Female,White,A+,2021_Fall
Chem1,post,N,Female,White,D+,2021_Fall
Chem1,post,N,Female,White,B,2021_Fall
Chem1,post,N,Female,White,A,2021_Fall
Chem1,post,N,Female,White,A+,2021_Fall
Chem1,post,N,Female,White,A+,2021_Fall
Chem1,post,N,Female,White,A+,2021_Fall
Chem1,post,N,Female,White,A,2021_Fall
Chem1,post,N,Female,White,A,2021_Fall
Chem1,post,N,Female,White,A,2021_Fall
Chem1,post,N,Female,White,D+,2021_Fall
Chem1,post,N,Female,White,B+,2021_Fall
Chem1,post,N,Female,White,C+,2021_Fall
Chem1,post,N,Female,White,A+,2021_Fall
Chem1,post,N,Female,White,A,2021_Fall
Chem1,post,N,Female,White,W,2021_Fall
Chem1,post,N,Male,American Indian or Alaska Native,B+,2021_Fall
Chem1,post,N,Male,Asian,A,2021_Fall
Chem1,post,N,Male,Asian,A+,2021_Fall
Chem1,post,N,Male,Asian,W,2021_Fall
Chem1,post,N,Male,Asian,D,2021_Fall
Chem1,post,N,Male,Asian,A+,2021_Fall
Chem1,post,N,Male,Asian,A+,2021_Fall
Chem1,post,N,Male,Asian,F,2021_Fall
Chem1,post,N,Male,Asian,A+,2021_Fall
Chem1,post,N,Male,Asian,A-,2021_Fall
Chem1,post,N,Male,Asian,A-,2021_Fall
Chem1,post,N,Male,Asian,D+,2021_Fall
Chem1,post,N,Male,Asian,B-,2021_Fall
Chem1,post,N,Male,Asian,A+,2021_Fall
Chem1,post,N,Male,Black or African American,B+,2021_Fall
Chem1,post,N,Male,Black or African American,C+,2021_Fall
Chem1,post,N,Male,Black or African American,F,2021_Fall
Chem1,post,N,Male,Black or African American,A+,2021_Fall
Chem1,post,N,Male,Black or African American,C,2021_Fall
Chem1,post,N,Male,Black or African American,C,2021_Fall
Chem1,post,N,Male,Black or African American,D+,2021_Fall
Chem1,post,N,Male,Black or African American,A,2021_Fall
Chem1,post,N,Male,Black or African American,W,2021_Fall
Chem1,post,N,Male,Black or African American,W,2021_Fall
Chem1,post,N,Male,Black or African American,F,2021_Fall
Chem1,post,N,Male,Hispanic,A,2021_Fall
Chem1,post,N,Male,Hispanic,B-,2021_Fall
Chem1,post,N,Male,Hispanic,A+,2021_Fall
Chem1,post,N,Male,Hispanic,A,2021_Fall
Chem1,post,N,Male,Hispanic,B+,2021_Fall
Chem1,post,N,Male,Hispanic,A,2021_Fall
Chem1,post,N,Male,Hispanic,B+,2021_Fall
Chem1,post,N,Male,Hispanic,B,2021_Fall
Chem1,post,N,Male,Hispanic,A+,2021_Fall
Chem1,post,N,Male,Hispanic,C,2021_Fall
Chem1,post,N,Male,Hispanic,B,2021_Fall
Chem1,post,N,Male,Hispanic,B,2021_Fall
Chem1,post,N,Male,Hispanic,F,2021_Fall
Chem1,post,N,Male,Hispanic,C+,2021_Fall
Chem1,post,N,Male,Hispanic,D,2021_Fall
Chem1,post,N,Male,Hispanic,B,2021_Fall
Chem1,post,N,Male,Hispanic,A,2021_Fall
Chem1,post,N,Male,Hispanic,A,2021_Fall
Chem1,post,N,Male,Hispanic,D,2021_Fall
Chem1,post,N,Male,Hispanic,C,2021_Fall
Chem1,post,N,Male,Hispanic,C,2021_Fall
Chem1,post,N,Male,Hispanic,W,2021_Fall
Chem1,post,N,Male,Hispanic,C,2021_Fall
Chem1,post,N,Male,Hispanic,C,2021_Fall
Chem1,post,N,Male,Hispanic,B,2021_Fall
Chem1,post,N,Male,Hispanic,F,2021_Fall
Chem1,post,N,Male,Hispanic,C,2021_Fall
Chem1,post,N,Male,Hispanic,A-,2021_Fall
Chem1,post,N,Male,Hispanic,A-,2021_Fall
Chem1,post,N,Male,Hispanic,W,2021_Fall
Chem1,post,N,Male,Hispanic,B+,2021_Fall
Chem1,post,N,Male,Hispanic,D,2021_Fall
Chem1,post,N,Male,Hispanic,C+,2021_Fall
Chem1,post,N,Male,Hispanic,B,2021_Fall
Chem1,post,N,Male,Hispanic,C-,2021_Fall
Chem1,post,N,Male,Hispanic,A,2021_Fall
Chem1,post,N,Male,Hispanic,C,2021_Fall
Chem1,post,N,Male,Two or more races,C+,2021_Fall
Chem1,post,N,Male,Two or more races,D+,2021_Fall
Chem1,post,N,Male,Two or more races,W,2021_Fall
Chem1,post,N,Male,Two or more races,F,2021_Fall
Chem1,post,N,Male,Two or more races,B,2021_Fall
Chem1,post,N,Male,Two or more races,C,2021_Fall
Chem1,post,N,Male,Two or more races,B,2021_Fall
Chem1,post,N,Male,Two or more races,C+,2021_Fall
Chem1,post,N,Male,Two or more races,A-,2021_Fall
Chem1,post,N,Male,Two or more races,C,2021_Fall
Chem1,post,N,Male,Two or more races,B+,2021_Fall
Chem1,post,N,Male,Two or more races,F,2021_Fall
Chem1,post,N,Male,Two or more races,F,2021_Fall
Chem1,post,N,Male,Two or more races,B-,2021_Fall
Chem1,post,N,Male,Two or more races,C,2021_Fall
Chem1,post,N,Male,Two or more races,A,2021_Fall
Chem1,post,N,Male,Two or more races,D,2021_Fall
Chem1,post,N,Male,U.S. Nonresident,B-,2021_Fall
Chem1,post,N,Male,U.S. Nonresident,B,2021_Fall
Chem1,post,N,Male,U.S. Nonresident,B-,2021_Fall
Chem1,post,N,Male,U.S. Nonresident,B,2021_Fall
Chem1,post,N,Male,U.S. Nonresident,B+,2021_Fall
Chem1,post,N,Male,U.S. Nonresident,A,2021_Fall
Chem1,post,N,Male,U.S. Nonresident,D+,2021_Fall
Chem1,post,N,Male,U.S. Nonresident,A,2021_Fall
Chem1,post,N,Male,U.S. Nonresident,A,2021_Fall
Chem1,post,N,Male,U.S. Nonresident,A+,2021_Fall
Chem1,post,N,Male,U.S. Nonresident,A,2021_Fall
Chem1,post,N,Male,U.S. Nonresident,A,2021_Fall
Chem1,post,N,Male,U.S. Nonresident,A,2021_Fall
Chem1,post,N,Male,U.S. Nonresident,B,2021_Fall
Chem1,post,N,Male,U.S. Nonresident,A+,2021_Fall
Chem1,post,N,Male,U.S. Nonresident,A+,2021_Fall
Chem1,post,N,Male,U.S. Nonresident,A+,2021_Fall
Chem1,post,N,Male,U.S. Nonresident,B+,2021_Fall
Chem1,post,N,Male,U.S. Nonresident,A,2021_Fall
Chem1,post,N,Male,U.S. Nonresident,C,2021_Fall
Chem1,post,N,Male,U.S. Nonresident,B,2021_Fall
Chem1,post,N,Male,U.S. Nonresident,A,2021_Fall
Chem1,post,N,Male,U.S. Nonresident,C+,2021_Fall
Chem1,post,N,Male,U.S. Nonresident,B+,2021_Fall
Chem1,post,N,Male,U.S. Nonresident,A,2021_Fall
Chem1,post,N,Male,U.S. Nonresident,A,2021_Fall
Chem1,post,N,Male,U.S. Nonresident,F,2021_Fall
Chem1,post,N,Male,U.S. Nonresident,A,2021_Fall
Chem1,post,N,Male,U.S. Nonresident,B-,2021_Fall
Chem1,post,N,Male,U.S. Nonresident,C,2021_Fall
Chem1,post,N,Male,U.S. Nonresident,C,2021_Fall
Chem1,post,N,Male,U.S. Nonresident,C+,2021_Fall
Chem1,post,N,Male,U.S. Nonresident,A,2021_Fall
Chem1,post,N,Male,U.S. Nonresident,A,2021_Fall
Chem1,post,N,Male,Unknown race and ethnicity,D,2021_Fall
Chem1,post,N,Male,Unknown race and ethnicity,D,2021_Fall
Chem1,post,N,Male,Unknown race and ethnicity,A-,2021_Fall
Chem1,post,N,Male,Unknown race and ethnicity,C+,2021_Fall
Chem1,post,N,Male,Unknown race and ethnicity,A-,2021_Fall
Chem1,post,N,Male,Unknown race and ethnicity,A-,2021_Fall
Chem1,post,N,Male,Unknown race and ethnicity,C,2021_Fall
Chem1,post,N,Male,Unknown race and ethnicity,D+,2021_Fall
Chem1,post,N,Male,Unknown race and ethnicity,C+,2021_Fall
Chem1,post,N,Male,White,A,2021_Fall
Chem1,post,N,Male,White,D+,2021_Fall
Chem1,post,N,Male,White,C,2021_Fall
Chem1,post,N,Male,White,D,2021_Fall
Chem1,post,N,Male,White,A+,2021_Fall
Chem1,post,N,Male,White,C+,2021_Fall
Chem1,post,N,Male,White,B+,2021_Fall
Chem1,post,N,Male,White,B,2021_Fall
Chem1,post,N,Male,White,C,2021_Fall
Chem1,post,N,Male,White,C,2021_Fall
Chem1,post,N,Male,White,B-,2021_Fall
Chem1,post,N,Male,White,D,2021_Fall
Chem1,post,N,Male,White,A+,2021_Fall
Chem1,post,N,Male,White,W,2021_Fall
Chem1,post,N,Male,White,C+,2021_Fall
Chem1,post,N,Male,White,W,2021_Fall
Chem1,post,N,Male,White,W,2021_Fall
Chem1,post,N,Male,White,D,2021_Fall
Chem1,post,N,Male,White,B,2021_Fall
Chem1,post,N,Male,White,F,2021_Fall
Chem1,post,N,Male,White,B-,2021_Fall
Chem1,post,N,Male,White,C-,2021_Fall
Chem1,post,N,Male,White,D,2021_Fall
Chem1,post,N,Male,White,C+,2021_Fall
Chem1,post,N,Male,White,A+,2021_Fall
Chem1,post,N,Male,White,D+,2021_Fall
Chem1,post,N,Male,White,B,2021_Fall
Chem1,post,N,Male,White,A,2021_Fall
Chem1,post,N,Male,White,B+,2021_Fall
Chem1,post,N,Male,White,C,2021_Fall
Chem1,post,N,Male,White,C,2021_Fall
Chem1,post,N,Male,White,C,2021_Fall
Chem1,post,N,Male,White,B-,2021_Fall
Chem1,post,N,Male,White,B+,2021_Fall
Chem1,post,N,Male,White,B-,2021_Fall
Chem1,post,N,Male,White,B+,2021_Fall
Chem1,post,N,Male,White,A,2021_Fall
Chem1,post,N,Male,White,C+,2021_Fall
Chem1,post,N,Male,White,B+,2021_Fall
